UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
19684786,4318336,05/31/2020,20:30,f8e67d9d-1a6b-4c6a-812f-1ad645f8f507,NY,Sedan,BUIC -CAR/SUV,,2014,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19684782,4318335,06/05/2020,14:20,3e616aaf-11a2-4988-b3d3-15860de00dc8,NY,Sedan,TOYT -CAR/SUV,,2017,Northeast,1,,,,Backing,Center Back End,Center Back End,,,,N,,Backing Unsafely,Unspecified
19684781,4318335,06/05/2020,14:20,3c1a87a3-af08-4947-8c89-22e6c13a43f8,NY,Station Wagon/Sport Utility Vehicle,HYUN -CAR/SUV,,2007,Unknown,0,,,,Parked,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19684566,4318334,06/07/2020,13:30,f874d91b-c76a-4412-bf17-67e4f5fe0bdd,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2020,South,3,M,Licensed,NY,Slowing or Stopping,Right Side Doors,Right Side Doors,No Damage,No Damage,No Damage,N,,Passing Too Closely,Unspecified
19684565,4318334,06/07/2020,13:30,1b5470d7-f5da-476f-be27-3cc819934064,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2001,South,0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19684811,4318333,06/07/2020,11:15,a4081fbc-1ccf-4078-8d64-764f1f714a15,,,,,,Unknown,,,,,,,,,,,Unspecified,,Driver Inattention/Distraction,Driver Inexperience
19684810,4318333,06/07/2020,11:15,92651bb1-5b58-4527-bc95-894ca5818f60,NJ,Sedan,MERZ -CAR/SUV,,2001,West,0,M,Licensed,NJ,Parked,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19684658,4318332,06/06/2020,3:05,45db7059-2b21-49a5-8483-01f435e7259d,,Bike,,,,North,1,M,,,Going Straight Ahead,Other,Other,,,,Unspecified,,Unspecified,Unspecified
19684657,4318332,06/06/2020,3:05,8744529c-3cfe-48c3-861a-c86a4177dfd0,,Station Wagon/Sport Utility Vehicle,LNDR -CAR/SUV,,,South,,,,,Backing,,,,,,Unspecified,,Backing Unsafely,Driver Inattention/Distraction
19684875,4318331,05/31/2020,4:12,370b4767-211b-474a-bb09-1a89309c78c2,CT,BOX TRUCK,,,,Northeast,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,,,,Unspecified,,Unsafe Speed,Traffic Control Disregarded
19684874,4318331,05/31/2020,4:12,678af251-9f3e-4ad3-b277-3c4405116a8e,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2017,Southwest,2,M,Licensed,NY,Stopped in Traffic,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19684936,4318330,06/07/2020,10:29,b474c985-17cc-41ef-a360-23af1c2382d2,,,,,,,,,,,,,,,,,Unspecified,,,
19684935,4318330,06/07/2020,10:29,c29d5053-8478-439f-84b6-a89de7aeae44,OK,Sedan,HYUN -CAR/SUV,,2018,South,1,F,Licensed,OK,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,Right Side Doors,,,N,,Unspecified,Unspecified
19684938,4318329,06/07/2020,12:40,b74dc0bd-34b0-4a32-aebb-4a9bdf60b9fb,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,East,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,Right Front Quarter Panel,Other,N,,Traffic Control Disregarded,Unspecified
19684937,4318329,06/07/2020,12:40,e9e1d2c0-1de8-4e0c-becb-d151746b060d,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2020,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Other,,,N,,Unspecified,Unspecified
19684918,4318328,06/07/2020,9:00,13d80efb-2e42-456f-b077-7badfd28c355,NY,Sedan,NISS -CAR/SUV,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Unspecified
19684917,4318328,06/07/2020,9:00,ffb7e12e-6a20-49b7-a07b-5e356480bad4,NY,Sedan,TOYT -CAR/SUV,,2018,West,2,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,Undercarriage,N,,Unspecified,Unspecified
19684837,4318327,06/07/2020,0:45,481164f9-d9b6-4ef9-a9c0-0024dced1f9f,NY,Sedan,TOYT -CAR/SUV,,2017,South,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
19684836,4318327,06/07/2020,0:45,5d1c508a-d4aa-4e57-81dc-140fa696bc80,,Motorbike,HOND -MCL,,,South,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Right Front Bumper,Roof,,,N,,Unsafe Speed,Aggressive Driving/Road Rage
19684831,4318326,06/06/2020,15:09,ff0a2f00-3a99-4c60-9572-c15f04b76b2d,NY,Taxi,TOYT -CAR/SUV,,2014,North,4,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
19684830,4318326,06/06/2020,15:09,c575be6b-6214-4581-95b7-384fe54d7063,NY,Sedan,ACUR -CAR/SUV,,2006,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Unspecified
19684826,4318325,06/03/2020,16:55,450eee79-68ef-441b-9d6b-02a7638fdeb5,,Motorscooter,MD,,2014,West,2,M,Unlicensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,Right Front Bumper,N,,Driver Inexperience,Brakes Defective
19684825,4318325,06/03/2020,16:55,2340891b-43ac-465a-b3d8-093eb7cbcc87,NY,Sedan,INFI -CAR/SUV,,2014,North,2,M,Licensed,NY,Making Left Turn,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,Right Rear Bumper,Right Side Doors,N,,Unspecified,Unspecified
19684616,4318324,05/27/2020,16:50,b5f5f133-cbeb-4cd1-975c-d638504e9fd8,NY,Garbage or Refuse,MACK,,2019,East,1,M,Licensed,NY,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Passing or Lane Usage Improper,Driver Inattention/Distraction
19684615,4318324,05/27/2020,16:50,b0c6c1ca-dacf-4d42-9375-fae773c42dd1,NY,Motorcycle,KAWK -MCL,,2009,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
19684844,4318323,05/31/2020,16:15,4ad30405-fce8-4f0d-975f-28a09cb6ad5b,NY,Sedan,HOND -CAR/SUV,,2007,East,1,M,Licensed,NY,Stopped in Traffic,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,No Damage,No Damage,N,,Unspecified,Unspecified
19684843,4318323,05/31/2020,16:15,a11b309d-e6ce-4cb3-9bbb-49f28c767ee8,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2006,Southwest,1,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,,Driver Inattention/Distraction,Passing Too Closely
19684730,4318322,06/02/2020,11:00,bdd8a592-1711-4915-961a-1494630fa301,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2019,West,1,M,Licensed,NY,Making Right Turn,Left Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Turning Improperly
19684729,4318322,06/02/2020,11:00,0596877b-a2a1-4154-97bd-202f979fc1a1,NY,Moped,Revel,,2020,West,2,F,Licensed,PA,Stopped in Traffic,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19684767,4318321,06/06/2020,14:44,79338720-fd3c-4a2b-8d05-027cc3f7ad7d,NY,Motorcycle,DUCA -MCL,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Side Doors,,,N,,Pavement Defective,Unspecified
19684758,4318320,06/06/2020,0:00,e026d188-32f0-4a39-8ef4-8a7cc9cfb2b8,AL,Sedan,BMW -CAR/SUV,,2008,Northeast,1,F,Licensed,AL,Backing,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,,Backing Unsafely,Unspecified
19684757,4318320,06/06/2020,0:00,56672605-b3a1-419d-8b12-d8b70ced495c,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2009,North,4,M,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Center Back End,Right Rear Bumper,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19684847,4318319,06/06/2020,14:35,c01f4c3a-da36-4ee7-b2c4-b7c1b70b22ba,NJ,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2015,North,2,M,Unlicensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Unsafe Speed,Pavement Slippery
19684846,4318319,06/06/2020,14:35,a8b0b6f0-7722-4aea-a37e-f4204af939f0,NY,Station Wagon/Sport Utility Vehicle,VOLK -CAR/SUV,,2011,North,4,M,Licensed,NY,Stopped in Traffic,Center Front End,Center Back End,Left Rear Bumper,Right Rear Bumper,Left Front Bumper,N,,Pavement Slippery,Unspecified
19684845,4318319,06/06/2020,14:35,500a5bda-66a7-4b6b-8e19-60c2d1a27a2c,NJ,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2017,North,2,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,,Unspecified,Unspecified
19684849,4318318,06/06/2020,14:00,b93bd20e-7c3d-49c4-b5f4-900c8a097485,NY,E-Scooter,NIU,,2020,East,1,F,Licensed,NY,Making Left Turn,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Driver Inexperience,Unspecified
19684848,4318318,06/06/2020,14:00,9e8e2046-378f-4c80-b6ce-8da084262266,NY,Station Wagon/Sport Utility Vehicle,HYUN -CAR/SUV,,2019,North,0,,,,Parked,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
19684930,4318317,06/07/2020,10:24,edf4d391-2a2d-4bbb-a991-ae64bf7a27d3,,,,,,East,,,,,Going Straight Ahead,,,,,,Unspecified,,Following Too Closely,Failure to Yield Right-of-Way
19684929,4318317,06/07/2020,10:24,576f5caf-8cb9-427a-ae2e-63cc92964780,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2019,East,1,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19684928,4318316,06/06/2020,16:30,c021b100-7757-4f31-87dc-4abc71c4be30,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified
19684927,4318316,06/06/2020,16:30,1d4135f0-ceda-43b2-8a91-24f5eb4bafac,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2005,West,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690009,4318315,06/07/2020,2:00,75fee072-0daa-462d-9f9c-8083ab7fa7d2,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2013,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Passing or Lane Usage Improper,Reaction to Uninvolved Vehicle
19690008,4318315,06/07/2020,2:00,94e33228-04d4-4837-bafb-6376f9b2dd2b,NY,Station Wagon/Sport Utility Vehicle,CADI -CAR/SUV,,2012,North,1,M,Licensed,NY,Parked,Center Back End,Right Rear Bumper,Right Rear Quarter Panel,Right Side Doors,,N,,Reaction to Uninvolved Vehicle,Unspecified
19684924,4318314,06/07/2020,0:05,2b0f9fec-8953-461f-9aec-c6222dac76bc,NJ,Sedan,INFI -CAR/SUV,,2018,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
19684923,4318314,06/07/2020,0:05,98359f06-f396-4ce1-b6bf-2b74b3fc7b5a,NY,Sedan,HYUN -CAR/SUV,,2013,East,4,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19684920,4318313,06/06/2020,19:10,45b570b9-a7f8-44ae-ba8a-d229ef9e0826,,Bike,,,,West,1,M,,,Going Straight Ahead,Right Side Doors,Right Front Bumper,,,,N,,Unspecified,Unspecified
19684919,4318313,06/06/2020,19:10,041ccdc9-f99b-4792-b5dd-4da54fe7a89a,PA,Station Wagon/Sport Utility Vehicle,,,,South,,,,,Going Straight Ahead,Center Front End,,,,,N,,Unsafe Speed,
19684914,4318312,06/06/2020,16:00,bacb3e65-e344-4b23-95da-f0236094bd6a,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015,East,1,M,Licensed,NY,Slowing or Stopping,Left Rear Bumper,Left Rear Bumper,Center Back End,,,N,,Unspecified,Unspecified
19684913,4318312,06/06/2020,16:00,f8b16b3f-9c77-417b-ae64-c250d38a2345,TX,Sedan,ACUR -CAR/SUV,,2008,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Following Too Closely,Unspecified
19684680,4318311,06/07/2020,7:52,c5933556-576e-4e99-8ac6-bf2b1fa224eb,NH,Sedan,NISS -CAR/SUV,,2012,West,2,F,Licensed,NH,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,N,,Other Vehicular,Other Vehicular
19684679,4318311,06/07/2020,7:52,293f93a6-4815-4a43-8dd3-2b0de099671f,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2018,North,2,M,Licensed,NY,Backing,Center Back End,No Damage,Center Back End,Center Back End,Center Back End,N,,Other Vehicular,Other Vehicular
19684714,4318310,06/05/2020,5:30,1ac1b80f-1647-4c44-a74e-f65eebb03721,NY,Sedan,TOYT -CAR/SUV,,2010,West,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Center Front End,,N,,Unspecified,Unspecified
19684713,4318310,06/05/2020,5:30,0c45c7a3-902a-4310-98ac-45784e045b81,NY,Sedan,HYUN -CAR/SUV,,2007,West,0,,,,Parked,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,Left Rear Quarter Panel,N,,Unspecified,Unspecified
19684712,4318310,06/05/2020,5:30,6a9d921f-ae71-45d1-aaf6-d911cfcaac66,,,,,,West,,,,,Going Straight Ahead,Left Rear Quarter Panel,,,,,Unspecified,,Traffic Control Disregarded,Unspecified
19684711,4318310,06/05/2020,5:30,da991cc8-2999-4e2d-879c-4b92d6dc7858,NY,Sedan,DODG -CAR/SUV,,2011,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Left Front Bumper,Center Front End,Right Front Bumper,,N,,Unspecified,Unspecified
19684747,4318309,06/06/2020,8:30,bbf4c27d-8ff2-4737-920e-dfec80c14973,,Box Truck,,,,West,1,,,,Slowing or Stopping,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19684746,4318309,06/06/2020,8:30,e773ad91-9203-486d-89a1-9b42c14025d6,NY,Box Truck,HINO -TRUCK/BUS,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Following Too Closely,Unspecified
19684668,4318308,06/06/2020,7:13,17143009-1046-4fe9-a45b-6fc1653cce57,NY,Sedan,TOYT -CAR/SUV,,2014,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Following Too Closely,Driver Inattention/Distraction
19684667,4318308,06/06/2020,7:13,a032629c-fca3-4ae3-920c-364ad9f2d47d,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2020,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
19684710,4318307,05/29/2020,4:00,c9157f56-b282-4dfb-95e7-93503df4d283,NY,Sedan,CHEV -CAR/SUV,,2016,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,Left Front Quarter Panel,,N,,Unspecified,Unspecified
19684971,4318306,06/02/2020,7:00,bbf26d62-ed19-4d89-bee3-50d99e2e1ddf,,Sedan,,,,,,,,,,,,,,,N,,Passing Too Closely,
19684970,4318306,06/02/2020,7:00,18a616fb-c757-4890-8111-469426404fc3,NY,Sedan,DODG -CAR/SUV,,2008,East,0,,,,Parked,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
19684745,4318305,06/06/2020,9:50,92afbe9e-7db9-4236-874f-a5668ea0a2e1,SC,Sedan,AUDI -CAR/SUV,,2004,South,2,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Driver Inexperience
19684744,4318305,06/06/2020,9:50,3b816c5e-a100-428d-8a32-7556f3a2cde4,NY,Sedan,VOLK -CAR/SUV,,2010,South,3,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19684741,4318304,06/05/2020,19:00,4e2f9be7-2503-4c79-94d7-a34c614b9db0,NY,Sedan,HYUN -CAR/SUV,,2014,West,1,M,Licensed,NY,Slowing or Stopping,Right Rear Bumper,Right Rear Bumper,Left Rear Bumper,,,N,,Unspecified,Unspecified
19684740,4318304,06/05/2020,19:00,be5bf81d-4f8a-4a70-8e50-466b59a5dbab,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2003,West,1,F,Licensed,NY,Slowing or Stopping,Left Rear Bumper,Left Rear Bumper,Right Front Bumper,Left Front Bumper,,N,,Unspecified,Unspecified
19684739,4318304,06/05/2020,19:00,6b801ce8-5b1e-4d2a-9c27-992d65f45cfc,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2017,West,2,M,Licensed,NY,Slowing or Stopping,Right Front Bumper,Right Front Bumper,,,,N,,Brakes Defective,Unspecified
19684736,4318303,06/04/2020,17:16,49f526d5-1307-43bc-929c-ce257df8aeca,NY,Station Wagon/Sport Utility Vehicle,SUBA -CAR/SUV,,2013,West,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19684735,4318303,06/04/2020,17:16,30c47cff-3506-4d25-ba8e-72aea9e0bca8,TX,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2008,West,1,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Driver Inattention/Distraction,Passing Too Closely
19684738,4318302,06/05/2020,14:00,8e62bfc4-0f64-4c6a-89c5-adcd3e7c9e10,NY,Sedan,,,2016,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Unspecified
19684737,4318302,06/05/2020,14:00,9f4e580b-2e74-4e41-b507-9dd49dbc1700,NY,Sedan,HOND -CAR/SUV,,2017,South,1,M,Licensed,NY,Entering Parked Position,Left Front Bumper,Center Front End,,,,N,,Unspecified,Unspecified
19684664,4318301,06/07/2020,8:05,f508e466-3583-4153-9557-f08b759a1545,,Sedan,,,,West,,,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19684663,4318301,06/07/2020,8:05,9d624e99-7455-4391-b6d7-8bea595e5bdb,NY,Sedan,FORD -CAR/SUV,,2015,Northwest,1,M,Licensed,NY,Making Right Turn,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
19684754,4318300,06/06/2020,15:20,d56005d5-a2f7-4324-a06c-2e742a71ddfc,NY,Sedan,TOYT -CAR/SUV,,2007,South,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Passing or Lane Usage Improper,Driver Inattention/Distraction
19684753,4318300,06/06/2020,15:20,f99f7cb0-50e1-4c05-993a-d9a1cffc6d87,FL,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2017,West,3,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
19684518,4318299,06/04/2020,17:30,c6251c96-b631-4c0a-b377-fa815b4ae30c,NY,Motorscooter,PIAG -MCL,,2010,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Pavement Slippery,Glare
19684584,4318298,06/06/2020,23:03,26fa5baf-4c50-4ac0-a558-8f798fc70e51,,,,,,,,,,,,,,,,,Unspecified,,,
19684791,4318297,06/06/2020,4:30,c147ad4c-dd53-4fc9-85b6-dd49109e00cf,IN,Tractor Truck Gasoline,FRHT-TRUCK/BUS,,2020,North,1,M,Licensed,CT,Slowing or Stopping,Center Back End,Center Back End,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
19684790,4318297,06/06/2020,4:30,5e430718-daf9-4ac3-bb8b-8244440c63a1,MS,Sedan,FORD -CAR/SUV,,2007,North,2,M,Licensed,MS,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Unsafe Speed
19684554,4318296,06/06/2020,0:05,605f82dd-9120-4204-9447-447e26b6b9da,NY,Sedan,VOLK -CAR/SUV,,2004,South,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Overturned,,,N,,Pavement Slippery,Pavement Slippery
19684559,4318295,06/06/2020,16:00,23b168bf-7038-4445-ac0b-95a235ae56dd,,,,,,,,,,,,,,,,,Unspecified,"BUILDING WALL, FIRE ESCAPE AND WINDOWS FOR 2ND AND THIRD FLOOR AREA.",,
19684558,4318295,06/06/2020,16:00,851af14c-0592-4d81-8362-d2112fbf1e20,,,,,,,,,,,,,,,,,Unspecified,STREET LAMP KNOCKED LOOSE,,
19684557,4318295,06/06/2020,16:00,279642f8-9f84-4630-ace6-3d453a66ad36,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2020,North,0,,,,Parked,Roof,Roof,Center Back End,Right Rear Bumper,Right Side Doors,N,,Unspecified,Unspecified
19684556,4318295,06/06/2020,16:00,1fe7967c-71de-4927-b3ec-05164a39d2e5,NJ,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2015,South,0,,,,Parked,Center Back End,Center Back End,Roof,Right Rear Bumper,Left Rear Bumper,N,,Unspecified,Unspecified
19684555,4318295,06/06/2020,16:00,0f98dd6c-eb05-4cc2-9fc0-573583de4375,NY,Sedan,HOND -CAR/SUV,,2017,North,0,,,,Parked,Center Front End,Center Front End,Center Back End,Roof,,N,,Unspecified,Unspecified
19684590,4318294,06/04/2020,18:00,e929f264-88d8-4539-831c-87549f68aa35,NY,Sedan,FORD -CAR/SUV,,2019,South,1,M,Licensed,NY,Merging,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,Passing or Lane Usage Improper,Unspecified
19684589,4318294,06/04/2020,18:00,96917fda-0cb8-46ba-bf4c-209350a124f9,NY,PK,FORD-TRUCK/BUS,,2012,South,1,M,,,Merging,Left Front Bumper,Center Front End,,,,Unspecified,,Passing or Lane Usage Improper,Unspecified
19684581,4318293,05/18/2020,10:55,3ca48107-7e70-4f76-83cf-6450cea7a6d3,,,,,,,,,,,,,,,,,Unspecified,,,
19684580,4318293,05/18/2020,10:55,48758bbf-6f8e-4878-829d-5153e5ff137a,NJ,Pick-up Truck,TOYT -CAR/SUV,,2007,East,0,,,,Parked,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,Left Front Bumper,N,,Unspecified,Unspecified
19684588,4318292,06/04/2020,17:05,cf4dbaf5-ceb1-4cff-9d89-68a5ea77afb7,NY,Ambulance,FORD-TRUCK/BUS,,2017,South,1,M,Licensed,NY,Making Right Turn,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
19684592,4318291,06/05/2020,23:00,a5c92fa0-3f0a-457f-9478-03d32378f1f1,,,,,,West,,,,,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,Unspecified,,Passing Too Closely,Driver Inattention/Distraction
19684591,4318291,06/05/2020,23:00,07e6c70e-7f6d-4979-a38d-035d01b908f7,GA,Sedan,NISS -CAR/SUV,,2014,West,0,F,Licensed,GA,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,Left Rear Quarter Panel,,N,,Unspecified,Unspecified
19684726,4318290,06/06/2020,6:30,b1dc24d4-abc7-40cd-9675-4757666a28e2,,,,,,,,,,,,,,,,,Unspecified,FENCE,,
19684725,4318290,06/06/2020,6:30,542ac5df-9b50-490b-abd9-7fa3cb5f6d5d,IL,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2019,Southeast,1,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19684724,4318290,06/06/2020,6:30,8ad2a169-0e3d-44c3-b9c5-e3642436650c,NJ,Sedan,HOND -CAR/SUV,,2019,East,1,,,,Going Straight Ahead,Center Front End,Demolished,,,,Y,,Unsafe Speed,Drugs (illegal)
19684752,4318289,06/05/2020,16:45,f728263d-afbe-4399-9ab9-21bd3e302b45,NY,Station Wagon/Sport Utility Vehicle,,,2018,West,2,F,Licensed,NY,Going Straight Ahead,Center Back End,Right Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,N,,Reaction to Uninvolved Vehicle,Unspecified
19684751,4318289,06/05/2020,16:45,62eae25d-fea3-4168-b8f3-1fef2a0e94fc,NY,Box Truck,ISU-TRUCK/BUS,,2016,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,,Following Too Closely,Unspecified
19684718,4318288,06/06/2020,16:00,24a14720-f742-426f-a233-ca0f1d1c3007,,,,,,South,,,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,Unspecified,,Unsafe Speed,Driver Inattention/Distraction
19684717,4318288,06/06/2020,16:00,c7431392-cbad-4c47-9851-1fbfc1c4724b,AL,Sedan,FORD -CAR/SUV,,2004,West,1,M,Licensed,AL,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Front Quarter Panel,Right Rear Quarter Panel,No Damage,N,,Unspecified,Unspecified
